Article ID,Category,Title,SatiricalTitle,Image URL,Article URL,Content,SatiricalContent
11,sports,Portuguese title on the line as Benfica host rivals Sporting,"Lisbon's 'Game of Thrones': Benfica and Sporting Vie for Iron Throne... Err, League Title",https://www.reuters.com/resizer/v2/KALYK5NIVNMMDFWCSQOCMWWLNQ.jpg?auth=85192040b330c7f275e8f26b55e84f6ac495e28d08cb7a27cfe2718d4735b982&height=1005&width=1920&quality=80&smart=true,https://www.reuters.com/sports/soccer/portuguese-title-line-benfica-host-rivals-sporting-2025-05-08,"May 8 (Reuters) - Sporting and Benfica lock horns in a Lisbon derby on Saturday that could decide the Portuguese league title with a game left in one of the closest races the country has seen in years. The Portuguese capital rivals both have 78 points, with Sporting top by virtue of winning the first clash between the teams 1-0 at the Jose Alvalade stadium back in December.","Oh, it's a nail-biter in Portugal, folks! The Lisbon derby, aka the 'Battle of 78 Points', is upon us. Sporting and Benfica are revving up their quidditch... sorry, football brooms for a clash that could decide the Portuguese league's 'Who's the Best?' award. And why? Because they're both sitting pretty on 78 points, thanks to Sporting's cheeky 1-0 win during their December rendezvous at the Jose Alvalade stadium."
12,sports,President Donald Trump plans to create commission on college athletics: Sources,"Trump's Next Great Adventure: College Sports Commission, Starring Nick Saban and Cody Campbell",https://static01.nyt.com/athletic/uploads/wp/2025/05/07195107/GettyImages-2213213417-scaled.jpg?width=1200&height=630&fit=cover,https://www.nytimes.com/athletic/6341165/2025/05/07/donald-trump-commission-on-college-athletics,"Former Alabama head coach Nick Saban and Texas Tech board of regents chairman Cody Campbell would co-chair the commission President Donald Trump is interested in forming to examine the long list of issues facing college sports, a source briefed on the plans told The Athletic. The source said Trump is expected to be 'very engaged' with the commission because he sees the current state of college sports as an issue of national importance.","Former Alabama coach Nick Saban and Texas Tech's regal regent, Cody Campbell, are set to co-chair Trump's latest hobby: a commission on college sports. Our source, clearly thrilled, says Trump is ready to dive into this 'national issue' with the same passion he reserves for Twitter feuds. Because who needs healthcare reform when you've got college sports to worry about?"
13,sports,NCAA,NCAA: The Puppet Master Behind America's College Sports Obsession,https://static.foxnews.com/static/orion/styles/img/fox-news/og/og-fox-news.png,https://www.foxnews.com/category/sports/ncaa,"The NCAA (National Collegiate Athletic Association) governs college sports in the U.S., organizing top-tier competitions in various sports like men's basketball men's basketball, women's basketball, football, baseball, soccer, and more. Every year, the NCAA tournaments, especially the Men's and Women's Basketball Tournaments, capture nationwide attention, with teams battling for national titles in highly anticipated matchups. The 2025 NBA Draft will showcase top talent from college programs, with standout players being selected to professional leagues.","The NCAA, the supreme puppeteer of U.S. college sports, orchestrates yearly gladiatorial showdowns in various sports domains. Their tournaments, especially the Basketball ones, ignite nationwide hysteria as teams lock horns for a shiny trophy. The 2025 NBA Draft, the NCAA's cherry on top, flaunts college prodigies who are cherry-picked for professional leagues. It's like 'America's Got Talent', but with more sweat and less Simon Cowell."
14,sports,Livvy Dunne dazzles as Sports Illustrated Swimsuit cover model,"Livvy Dunne Discovers She's a Cover Girl, World Continues to Spin",https://static.foxnews.com/foxnews.com/content/uploads/2025/05/livvy-dunne-sports-illustrated.jpg,https://www.foxnews.com/sports/livvy-dunne-dazzles-sports-illustrated-swimsuit-cover-model,"Olivia Dunne was ecstatic Tuesday after seeing her first-ever Sports Illustrated Swimsuit cover. Dunne graced one of the four covers for the 2025 issue, and she was in a celebratory mood on social media. ""Woke up a 2025 Sports Illustrated cover model!"" the 22-year-old former LSU gymnast wrote on X. Dunne dazzled in an animal-print bikini by Reina Olga for her cover, which was shot in Bermuda.","Livvy Dunne, 22-year-old ex-flip-flopper from LSU, woke up to find herself on a 2025 Sports Illustrated Swimsuit cover. Don't worry, the world is still intact. She celebrated by tweeting about it, because, of course, she did. Wearing a bikini that looks like it lost a fight with a leopard, she made Bermuda look even more exotic. So, in essence, another day, another bikini model."
15,sports,Ex-NFL player speaks out against college athlete revenue sharing with landmark Supreme Court ruling pending,Ex-NFL Player Breaks Out in Hives Over College Athletes Potentially Earning a Dime,https://static.foxnews.com/foxnews.com/content/uploads/2025/02/supreme-court.jpg,https://www.foxnews.com/sports/ex-nfl-player-speaks-out-against-college-athlete-revenue-sharing-landmark-supreme-court-ruling-pending,"The age of athlete compensation in college sports could get a lot more complicated with a pending Supreme Court decision. A settlement in the case of House v. NCAA would allow all Division I schools to share revenue directly with student athletes if it receives final approval this month. The current system of NIL compensation, in effect since summer 2021, has faced its share of scrutiny.","The Supreme Court is on the verge of making college sports even more of a headache. If House v. NCAA goes through, Division I schools might actually have to share the wealth with the athletes. Shocking, right? The current system, in place since the summer of '21, has been under the microscope. But hey, who needs fair compensation when you've got team spirit?"
16,sports,Pennsylvania Senate approves bill to ban transgender athletes in girls' sports,Pennsylvania Senate's Latest Hobby: Playing Gender Police in Sports,https://assets2.cbsnewsstatic.com/hub/i/r/2025/01/02/03a331a8-08d2-4252-818e-b5fdd227e187/thumbnail/1200x630/008da627be40780edc19f12a97c1f23e/file-harrisburg-pa-capitol-frame-53.jpg?v=8782d831dd587e69db5d043c0a4c5f4b,https://www.cbsnews.com/pittsburgh/news/pennsylvania-senate-ban-transgender-athletes-girls-sports,"Pennsylvania's state Senate on Tuesday approved a bill to ban transgender athletes from competing in women's and girls' sports at the collegiate and K-12 levels, although the Republican-penned bill is unlikely to get a vote in the state's Democratic-controlled House of Representatives. The bill passed, 32-18, with five Democrats crossing party lines to join with all 27 Republicans in voting ""yes."" The vote marked the second time the GOP-controlled Senate has passed it.","In a move that screams 'we've solved all other problems', Pennsylvania's Senate green-lit a bill banning transgender athletes from women's sports. Despite its slim chances in the Democrat-run House, our GOP friends couldn't resist a sequel, passing it a second time. Five Democrats even hopped on board this 'let's meddle in sports' train, because who needs unity when you have a good old-fashioned culture war to reignite?"
17,sports,Disney's ESPN streaming service to cost $29.99 a month,Disney's ESPN: The New Streaming Service That'll Cost You More Than Your Gym Membership,https://www.reuters.com/resizer/v2/Y4VOBGZ2QNJQLBSXDDUCTM3VXU.jpg?auth=871b21068f5f64fd021d68060b67a462336fba9d945195142a97de8788a347cb&height=1005&width=1920&quality=80&smart=true,https://www.reuters.com/business/media-telecom/disneys-espn-streaming-service-cost-2999-month-2025-05-13,"May 13 (Reuters) - Walt Disney (DIS.N), opens new tab said on Tuesday its new streaming service would be named ESPN and cost $29.99 per month, as the media company aims to tap sports fans who have never subscribed to traditional television. The new service, which is set for launch this fall, will provide access to ESPN networks, including professional and college football and basketball games.","Disney, in a stunning display of generosity, announced its new streaming service, ESPN, priced at an unmissable $29.99 per month. Aimed at sports enthusiasts who've never tasted the joys of traditional TV, the service is set to launch this fall. Subscribers can enjoy a smorgasbord of ESPN networks, including pro and college football and basketball games. Because who needs a gym when you can watch other people sweat?"
18,sports,"Jemele Hill returns to ESPN's 'Around the Horn' before show's cancellation, jokes about previous firing",ESPN's 'Around the Horn' Throws One Last Curveball: Jemele Hill's Encore,https://static.foxnews.com/foxnews.com/content/uploads/2024/09/Jemele-Hill.jpg,https://www.foxnews.com/sports/jemele-hill-returns-espns-around-horn-before-shows-cancellation-jokes-about-previous-firing,"ESPN's ""Around the Horn"" is bringing back some of its old faces before its final show. ESPN announced the show's cancellation in March, and its last show will be on May 23. So, on Thursday's episode, they brought back Jemele Hill, who anchored SportsCenter for a time before she was canned in 2018. Hill was let go from the network due to social media posts about President Donald Trump and his supporters during his first presidency.","ESPN's 'Around the Horn', in a heartwarming display of 'we're going down but we're taking you with us', is dusting off some old relics pre-curtain fall. On its penultimate Thursday, they resurrected Jemele Hill, the former SportsCenter anchor, who was politely shown the exit in 2018 for her 'too spicy for TV' social media commentary on Trump and his fan club during his debut season as president."
19,sports,ESPN panelist says 'trans kids deserve to play sports' in final appearance before show's cancellation,ESPN Panelist Drops Mic with 'Trans Kids Can Kick Balls Too' before Show's Unplanned Sabbatical,https://static.foxnews.com/foxnews.com/content/uploads/2025/02/gettyimages-2197258245.jpg,https://www.foxnews.com/sports/espn-panelist-says-trans-kids-deserve-play-sports-final-appearance-before-shows-cancellation,"""Around the Horn"" leaves the airwaves later this month, which means some of the show's panelists are making their final appearances in the coming weeks. That includes Kate Fagan, who appeared for the last time on the show Thursday. Fagan, a longtime writer and reporter, also played college basketball at Colorado. Fagan has made appearances on the show since she was first hired by ESPN in 2012.","As 'Around the Horn' prepares to vanish from our screens, panelists are taking their final bows. Kate Fagan, part-time philosopher, full-time basketball enthusiast, and ESPN's resident scribbler since 2012, made her last stand on Thursday. Because why not champion 'Trans kids in sports' as your closing argument on a sports show, right?"
20,sports,Sporting made to wait for title after Benfica earn derby draw,Sporting's Victory Parade Postponed by Benfica's Party-Pooping Draw,https://www.reuters.com/resizer/v2/MLBGLPZBJJM43P2B7YBHGMT2UA.jpg?auth=eb75080d99cacc3ac5fdb4c8b4f16535f73ff5a6229d562596a308ec6b8a9d8c&height=1005&width=1920&quality=80&smart=true,https://www.reuters.com/sports/soccer/sporting-made-wait-title-after-benfica-earn-derby-draw-2025-05-10,"May 10 (Reuters) - Sporting will have to wait until the final day of the Primeira Liga season as they bid to retain their title after being held to a 1-1 draw at second-placed rivals Benfica on Saturday. The Portuguese capital pair started the match level on points but Sporting, with the advantage due to their head-to-head record, edged closer to a 21st league title when Francisco Trincao fired them into the lead after four minutes.","In an epic plot twist, Sporting's premature confetti blast was thwarted by a 1-1 draw with Benfica, pushing the Primeira Liga title verdict to the season finale. The Lisbon rivals, who started neck-and-neck, saw Sporting inch closer to their 21st league title, with Francisco Trincao's early fireworks. But alas, the champagne stays on ice, thanks to Benfica's refusal to roll over and play dead."
21,climate,The Government to Stop Tracking the Costs of Extreme Weather,Government's Latest Magic Trick: Making Billion-Dollar Weather Costs Disappear,https://static01.nyt.com/images/2025/05/08/climate/08cli-NOAA-DISASTERS/08cli-NOAA-DISASTERS-facebookJumbo.jpg,https://www.nytimes.com/2025/05/08/climate/noaa-billion-dollar-disasters.html,"The National Oceanic and Atmospheric Administration said on Thursday it would stop tracking the cost of the country's most expensive disasters, those which cause at least $1 billion in damage.","In a stroke of genius, NOAA announced it'll stop counting the cost of our priciest weather catastrophes. Because why solve problems when you can just ignore the billion-dollar price tags?"
22,climate,US retires database tracking billions of dollars of climate change-fueled weather damage,"US Says 'Out of Sight, Out of Mind' to Pesky Climate Change Data",https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/MXL4EWBMHEI7BJZEHPEHTSPYIM.jpg&w=1440,https://www.washingtonpost.com/national/2025/05/08/climate-weather-service-disaster-flood-wildfire-cost/70e6dca6-2c39-11f0-a724-3bc879c9f843_story.html,"The National Oceanic and Atmospheric Administration is retiring its public database meant to keep track of the cost of losses from climate change-fueled weather disasters including floods, heat waves, wildfires and more. It is the latest example of changes to the agency and the Trump administration limiting federal government resources on climate change.","In a bold move of ignorance, the National Oceanic and Atmospheric Administration has retired its super fun climate disaster cost-tracking database. Seems like the Trump administration is just so over that whole 'global warming' thing. Who needs to know about the cost of wildfires and floods anyway, right?"
23,climate,What's the Cost to Society of Pollution? Trump Says Zero.,Trump's New Math: Climate Change Damages + Federal Regulations = Big Fat Zero!,https://static01.nyt.com/images/2025/05/10/multimedia/10cli-cost-of-carbon-fbqz/10cli-cost-of-carbon-fbqz-facebookJumbo.jpg,https://www.nytimes.com/2025/05/10/climate/social-cost-carbon-trump.html,"The White House has ordered federal agencies to stop considering the economic damage caused by climate change when writing regulations, except in cases where it is 'plainly required' by law. The directive effectively shelves a powerful tool that has been used for more than two decades by the federal government to weigh the costs and benefits of a particular policy or regulation.","In an earth-shattering revelation, the White House has instructed federal agencies to ignore the pesky economic fallout of climate change when penning regulations. Apparently, acknowledging the damage is only 'plainly required' by law. So, for over two decades, the feds have been using a climate change calculator, but it seems the batteries just ran out."
24,climate,"Smoke from climate-fueled wildfires contributed to thousands of US deaths over 15 years, study says","Nature's New Year's Resolution: More Climate-Fueled BBQs, More Smoke, More Deaths",https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/RUGLRTKULZB6XPESJMXXJVLTDI.jpeg&w=1440,https://www.washingtonpost.com/national/2025/05/07/wildfires-pollution-climate-change-deaths/d95f858e-2b63-11f0-a724-3bc879c9f843_story.html,"Wildfires driven by climate change contribute to as many as thousands of annual deaths and billions of dollars in economic costs from wildfire smoke in the United States, according to a new study. The paper, published Friday in the journal Nature Communications Earth & Environment, found that from 2006 to 2020, climate change contributed to about 15,000 deaths from exposure to small particulate matter from wildfires and cost about $160 billion.","Wildfires, climate change's favorite party trick, are apparently racking up a death toll and a bill, says a recent study. This scholarly paper, published in the prestigious 'Nature Communications Earth & Environment' (because 'Death & Destruction' was too on the nose), claims Mother Nature's 15-year smoke show led to 15,000 deaths and a measly $160 billion bill. Remember, folks, it's not a proper apocalypse without a proper invoice."
25,climate,Plastic may be warming the planet more than we thought,Plastic's Secret Ambition: To Outperform Sun in Heating Earth,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/Y6CPAEQ5VEI63HHGNASTXUYYMQ_size-normalized.jpg&w=1440,https://www.washingtonpost.com/climate-environment/2025/05/14/microplastics-climate-change,"Scientists have long known that making plastic warms the planet. But plastic may be heating the Earth even more than we realized, according to a report released Wednesday.
The Plastics & Climate Project, a nonprofit research group that studies how plastic contributes to climate change, analyzed hundreds of published research papers to identify aspects that are missing from most climate models.","Oh, look, plastic is vying for the 'Best Earth Warmer' award, outpacing even our expectations, says a report published last Wednesday. The Plastics & Climate Project, a group with the thankless job of studying how plastic is secretly auditioning for the role of the Sun, scrutinized a truckload of research papers, discovering that most climate models are blissfully ignorant of plastic's heat-ramping habits."
26,climate,'All kinds of nutty about climate.' New York's Rochester draws residents fleeing extreme weather,Climate Roulette: New York's Rochester Hits Jackpot as LA Taps Out,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/6TZCOVRQYMI7BBEYD6BBJO5C2I_size-normalized.jpg&w=1440,https://www.washingtonpost.com/national/2025/05/14/climate-havens-rochester-buffalo-new-york-duluth/f885b0e0-30c3-11f0-8498-1f8214bba2d2_story.html,"ROCHESTER, N.Y. — In 2020, following ferocious wildfires across Southern California, Jasmin Singer and her wife, Moore Rhys, decided they had had enough of Los Angeles. They packed their bags and moved to New York state. They debated between Ithaca and Geneva before finally picking Rochester, about a six-hour drive northwest from New York City.","After SoCal decided to reenact Dante's Inferno in 2020, Jasmin Singer and wife Moore Rhys swapped the LA smog for Rochester's charm. They flirted with Ithaca and Geneva, but ultimately, the siren call of Rochester, a mere 6-hour jaunt from NYC, proved irresistible. Who needs palm trees when you've got snow, right?"
27,climate,Pittsburgh Mayor Ed Gainey issues executive order to improve the city's storm readiness,Pittsburgh Mayor Discovers Revolutionary Concept Called 'Preparation',https://assets2.cbsnewsstatic.com/hub/i/r/2025/04/18/2be5a43b-168b-4768-af0d-e30a4835bf50/thumbnail/1200x630/bc1338225c94de1574d25f8f884ec306/5e104fa18ed06ea932f13964963b1663.jpg?v=e61856d8e666e7ed5709adc37bb2d465,https://www.cbsnews.com/pittsburgh/news/mayor-ed-gainey-storm-readiness-executive-order,"When it comes to weather-related disasters, Pittsburgh leaders say they want to be proactive, not reactive, so on Thursday, Mayor Ed Gainey announced an executive order to do just that, as we face the threat of more storms like the one that devastated the area last week. City leaders are calling that April 29 storm a wake-up call. ""I don't want to be in a situation where we're not prepared.","In a stunning turn of events, Pittsburgh's finest, Mayor Ed Gainey, has decided to be proactive rather than reactive when it comes to weather disasters. Who'd have thought, right? On Thursday, he announced an executive order to, wait for it, prepare for storms. This epiphany was apparently triggered by an April 29 storm, with city leaders calling it a 'wake-up call'. Because nothing says 'I'm awake' like a city-wide disaster, huh?"
28,climate,"To keep millions alive after aid cuts, pull climate and other funding in richer nations, group says",Let's Rob Peter to Pay Paul: The New Humanitarian Aid Mantra,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/FULZFIBM6YI7BJZEHPEHTSPYIM_size-normalized.jpg&w=1440,https://www.washingtonpost.com/politics/2025/05/09/trump-humanitarian-aid-cuts-miliband/2f7f9aa6-2cf6-11f0-a724-3bc879c9f843_story.html,"WASHINGTON — As the world's humanitarian organizations are triaging their shrinking amount of funding , the head of the International Rescue Committee stresses that the choice is stark: Keeping millions alive in the most vulnerable countries will require pulling some assistance for programs in better-off countries that target everything from climate change to refugee resettlement.","Humanitarian groups are playing a twisted game of 'Sophie's Choice'. The International Rescue Committee's boss, with a flair for the dramatic, suggests we siphon money from those cushy climate change programs in richer nations to keep millions in vulnerable countries from kicking the bucket. Who knew refugee resettlement was a luxury?"
29,climate,"Colorado top court allows Boulder to sue Exxon, Suncor over climate change",Exxon and Suncor in Hot Water as Boulder Fights Back Climate Change with a Lawsuit,https://www.reuters.com/resizer/v2/VHHTQ3FMBJIK7FLSDPN3R4DH7U.jpg?auth=69c4fbba1396b33a638c06ab4fb9e02d4c90121182b1c3b29df538c94dffffe9&height=1005&width=1920&quality=80&smart=true,https://www.reuters.com/sustainability/cop/colorado-top-court-allows-boulder-sue-exxon-suncor-over-climate-change-2025-05-12,"May 12 (Reuters) - Colorado's highest court on Monday rejected efforts by Exxon Mobil (XOM.N), opens new tab and Suncor Energy (SU.TO), opens new tab to dismiss a lawsuit by the city of Boulder seeking to hold the fossil fuel companies responsible for climate change.","On the latest episode of 'Who's Killing Our Planet?', Colorado's supreme court has given the thumbs up to Boulder's daring move. They're suing Exxon and Suncor, because apparently, selling fossil fuels is a bigger crime than forgetting to recycle your soda cans."
30,climate,Sustainable Switch Climate Focus: EU softens car emissions targets,EU's Eco-Friendly Car Emission Targets: Now with Extra Softness!,https://www.reuters.com/resizer/v2/BTPRFW3XIFJ2BAZMFDPED7XBHE.jpg?auth=126492b09ad044854ec071586fd2bc887c4e991884d287c6ba9541e3252af6f8&height=1005&width=1920&quality=80&smart=true,https://www.reuters.com/sustainability/sustainable-switch-climate-focus-eu-softens-car-emissions-targets-2025-05-10,"This is an excerpt of the Sustainable Switch Climate Focus newsletter, where we make sense of companies and governments grappling with climate change on Fridays. To receive the full newsletter in your inbox for free sign up here. Hello! After focusing on the myriad environment, social and governance rollbacks in the United States this week, today's newsletter turns its attention to Europe.","Welcome back to the 'Sustainable Switch Climate Focus', where we distill the hot mess of corporations and governments playing Twister with climate change. This week, we've had our fill of the US's environmental backflips, so let's hop across the pond for a European fiesta of eco-compromises. Sign up for our newsletter to enjoy the full circus, free of charge!"
